sample,file,algorithm,slots,runtime
1445,data_90-0.64-11961.in,code2,-1,1.000000e+02
1446,data_90-0.5-30712.in,code1,-1,1.000000e+02
1447,data_90-0.5-30712.in,code2,-1,1.000000e+02
1448,data_60-0.34-30712.in,code1,-1,1.000000e+02
1449,data_60-0.34-30712.in,code2,-1,1.000000e+02
1450,data_10-0.34-85360.in,code1,4,3.400000e-05
1451,data_10-0.34-85360.in,code2,4,5.500000e-05
1452,data_80-0.5-23212.in,code1,-1,1.000000e+02
1453,data_80-0.5-23212.in,code2,-1,1.000000e+02
1454,data_20-0.58-35661.in,code1,7,3.182000e-02
1455,data_20-0.58-35661.in,code2,7,1.078070e-01
1456,data_40-0.64-30230.in,code1,-1,1.000000e+02
1457,data_40-0.64-30230.in,code2,-1,1.000000e+02
1458,data_100-0.64-93196.in,code1,-1,1.000000e+02
1459,data_100-0.64-93196.in,code2,-1,1.000000e+02
1460,data_60-0.02-35031.in,code1,3,7.194638e+00
1461,data_60-0.02-35031.in,code2,3,1.739630e-01
1462,data_60-0.62-35031.in,code1,-1,1.000000e+02
1463,data_60-0.62-35031.in,code2,-1,1.000000e+02
1464,data_10-0.64-15680.in,code1,4,2.500000e-05
1465,data_10-0.64-15680.in,code2,4,1.800000e-05
1466,data_70-0.02-26078.in,code1,-1,1.000000e+02
1467,data_70-0.02-26078.in,code2,2,1.509555e+01
1468,data_40-0.62-70889.in,code1,-1,1.000000e+02
1469,data_40-0.62-70889.in,code2,-1,1.000000e+02
1470,data_100-0.02-82261.in,code1,-1,1.000000e+02
1471,data_100-0.02-82261.in,code2,-1,1.000000e+02
1472,data_90-0.5-37303.in,code1,-1,1.000000e+02
1473,data_90-0.5-37303.in,code2,-1,1.000000e+02
1474,data_60-0.64-70889.in,code1,-1,1.000000e+02
1475,data_60-0.64-70889.in,code2,-1,1.000000e+02
1476,data_10-0.58-85360.in,code1,5,2.900000e-05
1477,data_10-0.58-85360.in,code2,5,6.000000e-05
1478,data_80-0.64-26078.in,code1,-1,1.000000e+02
1479,data_80-0.64-26078.in,code2,-1,1.000000e+02
1480,data_80-0.34-82261.in,code1,-1,1.000000e+02
1481,data_80-0.34-82261.in,code2,-1,1.000000e+02
1482,data_50-0.02-25053.in,code1,2,5.230000e-04
1483,data_50-0.02-25053.in,code2,2,2.600000e-05
1484,data_10-0.5-70889.in,code1,4,2.900000e-05
1485,data_10-0.5-70889.in,code2,4,1.000000e-05
1486,data_20-0.34-11961.in,code1,5,1.655300e-02
1487,data_20-0.34-11961.in,code2,5,7.934000e-03
1488,data_10-0.62-38658.in,code1,5,1.600000e-05
1489,data_10-0.62-38658.in,code2,5,1.700000e-05
1490,data_50-0.34-25053.in,code1,-1,1.000000e+02
1491,data_50-0.34-25053.in,code2,-1,1.000000e+02
1492,data_80-0.62-22170.in,code1,-1,1.000000e+02
1493,data_80-0.62-22170.in,code2,-1,1.000000e+02
1494,data_70-0.64-87626.in,code1,-1,1.000000e+02
1495,data_70-0.64-87626.in,code2,-1,1.000000e+02
1496,data_70-0.5-32552.in,code1,-1,1.000000e+02
1497,data_70-0.5-32552.in,code2,-1,1.000000e+02
1498,data_80-0.5-37303.in,code1,-1,1.000000e+02
1499,data_80-0.5-37303.in,code2,-1,1.000000e+02
1500,data_80-0.58-30592.in,code1,-1,1.000000e+02
1501,data_80-0.58-30592.in,code2,-1,1.000000e+02
1502,data_50-0.58-35031.in,code1,-1,1.000000e+02
1503,data_50-0.58-35031.in,code2,-1,1.000000e+02
1504,data_40-0.64-35661.in,code1,-1,1.000000e+02
1505,data_40-0.64-35661.in,code2,-1,1.000000e+02
1506,data_90-0.64-20644.in,code1,-1,1.000000e+02
1507,data_90-0.64-20644.in,code2,-1,1.000000e+02
1508,data_20-0.58-26078.in,code1,6,2.645300e-02
1509,data_20-0.58-26078.in,code2,6,1.619600e-02
1510,data_100-0.02-93196.in,code1,-1,1.000000e+02
1511,data_100-0.02-93196.in,code2,-1,1.000000e+02
1512,data_10-0.64-30712.in,code1,5,6.100000e-05
1513,data_10-0.64-30712.in,code2,5,1.220000e-04
1514,data_10-0.5-87626.in,code1,5,4.900000e-05
1515,data_10-0.5-87626.in,code2,5,1.600000e-05
1516,data_50-0.58-87626.in,code1,-1,1.000000e+02
1517,data_50-0.58-87626.in,code2,-1,1.000000e+02
1518,data_30-0.64-72984.in,code1,-1,1.000000e+02
1519,data_30-0.64-72984.in,code2,-1,1.000000e+02
1520,data_40-0.64-14308.in,code1,-1,1.000000e+02
1521,data_40-0.64-14308.in,code2,-1,1.000000e+02
1522,data_90-0.58-11974.in,code1,-1,1.000000e+02
1523,data_90-0.58-11974.in,code2,-1,1.000000e+02
1524,data_70-0.62-14308.in,code1,-1,1.000000e+02
1525,data_70-0.62-14308.in,code2,-1,1.000000e+02
1526,data_100-0.34-37303.in,code1,-1,1.000000e+02
1527,data_100-0.34-37303.in,code2,-1,1.000000e+02
1528,data_90-0.34-85360.in,code1,-1,1.000000e+02
1529,data_90-0.34-85360.in,code2,-1,1.000000e+02
1530,data_90-0.64-70889.in,code1,-1,1.000000e+02
1531,data_90-0.64-70889.in,code2,-1,1.000000e+02
1532,data_20-0.62-25053.in,code1,8,6.755980e-01
1533,data_20-0.62-25053.in,code2,8,3.226560e-01
1534,data_80-0.64-14308.in,code1,-1,1.000000e+02
1535,data_80-0.64-14308.in,code2,-1,1.000000e+02
1536,data_30-0.02-82261.in,code1,2,5.560000e-04
1537,data_30-0.02-82261.in,code2,2,1.600000e-05
1538,data_40-0.5-14308.in,code1,-1,1.000000e+02
1539,data_40-0.5-14308.in,code2,-1,1.000000e+02
1540,data_50-0.02-37303.in,code1,2,4.066100e-02
1541,data_50-0.02-37303.in,code2,2,2.400000e-05
1542,data_70-0.02-64116.in,code1,3,8.748000e-01
1543,data_70-0.02-64116.in,code2,3,2.295817e+00
1544,data_20-0.34-30230.in,code1,4,1.030000e-04
1545,data_20-0.34-30230.in,code2,4,3.900000e-05
1546,data_10-0.02-72984.in,code1,2,2.200000e-05
1547,data_10-0.02-72984.in,code2,2,5.000000e-06
1548,data_60-0.58-84888.in,code1,-1,1.000000e+02
1549,data_60-0.58-84888.in,code2,-1,1.000000e+02
1550,data_20-0.5-22170.in,code1,6,7.692000e-03
1551,data_20-0.5-22170.in,code2,6,7.172000e-03
1552,data_70-0.5-30592.in,code1,-1,1.000000e+02
1553,data_70-0.5-30592.in,code2,-1,1.000000e+02
1554,data_70-0.64-72984.in,code1,-1,1.000000e+02
1555,data_70-0.64-72984.in,code2,-1,1.000000e+02
1556,data_80-0.58-30712.in,code1,-1,1.000000e+02
1557,data_80-0.58-30712.in,code2,-1,1.000000e+02
1558,data_90-0.62-64116.in,code1,-1,1.000000e+02
1559,data_90-0.62-64116.in,code2,-1,1.000000e+02
1560,data_80-0.5-87626.in,code1,-1,1.000000e+02
1561,data_80-0.5-87626.in,code2,-1,1.000000e+02
1562,data_20-0.34-20644.in,code1,4,6.830000e-04
1563,data_20-0.34-20644.in,code2,4,1.465500e-02
1564,data_50-0.5-84888.in,code1,-1,1.000000e+02
1565,data_50-0.5-84888.in,code2,-1,1.000000e+02
1566,data_50-0.58-85360.in,code1,-1,1.000000e+02
1567,data_50-0.58-85360.in,code2,-1,1.000000e+02
1568,data_80-0.5-30592.in,code1,-1,1.000000e+02
1569,data_80-0.5-30592.in,code2,-1,1.000000e+02
1570,data_60-0.64-34958.in,code1,-1,1.000000e+02
1571,data_60-0.64-34958.in,code2,-1,1.000000e+02
1572,data_40-0.02-14308.in,code1,2,3.800000e-04
1573,data_40-0.02-14308.in,code2,2,2.200000e-05
1574,data_70-0.5-22170.in,code1,-1,1.000000e+02
1575,data_70-0.5-22170.in,code2,-1,1.000000e+02
1576,data_40-0.62-25053.in,code1,-1,1.000000e+02
1577,data_40-0.62-25053.in,code2,-1,1.000000e+02
1578,data_20-0.34-64116.in,code1,5,1.344000e-02
1579,data_20-0.34-64116.in,code2,5,2.780000e-04
1580,data_100-0.58-23212.in,code1,-1,1.000000e+02
1581,data_100-0.58-23212.in,code2,-1,1.000000e+02
1582,data_20-0.58-14308.in,code1,6,3.774700e-02
1583,data_20-0.58-14308.in,code2,6,7.897000e-03
1584,data_100-0.5-93196.in,code1,-1,1.000000e+02
1585,data_100-0.5-93196.in,code2,-1,1.000000e+02
1586,data_100-0.62-64116.in,code1,-1,1.000000e+02
1587,data_100-0.62-64116.in,code2,-1,1.000000e+02
1588,data_50-0.5-23212.in,code1,-1,1.000000e+02
1589,data_50-0.5-23212.in,code2,-1,1.000000e+02
1590,data_30-0.5-84888.in,code1,7,2.450946e+01
1591,data_30-0.5-84888.in,code2,7,6.134205e+00
1592,data_10-0.58-93196.in,code1,4,2.100000e-05
1593,data_10-0.58-93196.in,code2,4,6.000000e-05
1594,data_90-0.02-22170.in,code1,3,2.081874e+00
1595,data_90-0.02-22170.in,code2,-1,1.000000e+02
1596,data_50-0.58-34958.in,code1,-1,1.000000e+02
1597,data_50-0.58-34958.in,code2,-1,1.000000e+02
1598,data_70-0.02-22170.in,code1,3,6.371960e-01
1599,data_70-0.02-22170.in,code2,3,2.072900e-02
1600,data_80-0.02-20644.in,code1,-1,1.000000e+02
1601,data_80-0.02-20644.in,code2,-1,1.000000e+02
1602,data_80-0.5-15680.in,code1,-1,1.000000e+02
1603,data_80-0.5-15680.in,code2,-1,1.000000e+02
1604,data_90-0.02-34958.in,code1,3,7.117977e+00
1605,data_90-0.02-34958.in,code2,-1,1.000000e+02
1606,data_10-0.5-85360.in,code1,5,1.630000e-04
1607,data_10-0.5-85360.in,code2,5,1.260000e-04
1608,data_80-0.02-45495.in,code1,3,8.092091e+00
1609,data_80-0.02-45495.in,code2,3,1.020284e+01
1610,data_100-0.64-73752.in,code1,-1,1.000000e+02
1611,data_100-0.64-73752.in,code2,-1,1.000000e+02
1612,data_30-0.62-11974.in,code1,8,1.179012e+01
1613,data_30-0.62-11974.in,code2,-1,1.000000e+02
1614,data_100-0.64-14308.in,code1,-1,1.000000e+02
1615,data_100-0.64-14308.in,code2,-1,1.000000e+02
1616,data_50-0.62-14308.in,code1,-1,1.000000e+02
1617,data_50-0.62-14308.in,code2,-1,1.000000e+02
1618,data_30-0.34-45495.in,code1,5,4.064380e-01
1619,data_30-0.34-45495.in,code2,5,2.241900e-02
1620,data_20-0.02-64116.in,code1,2,5.600000e-05
1621,data_20-0.02-64116.in,code2,2,1.000000e-05
1622,data_30-0.34-26078.in,code1,5,5.405000e-03
1623,data_30-0.34-26078.in,code2,5,3.657600e-02
1624,data_100-0.5-32552.in,code1,-1,1.000000e+02
1625,data_100-0.5-32552.in,code2,-1,1.000000e+02
1626,data_40-0.64-38658.in,code1,-1,1.000000e+02
1627,data_40-0.64-38658.in,code2,-1,1.000000e+02
1628,data_90-0.64-23212.in,code1,-1,1.000000e+02
1629,data_90-0.64-23212.in,code2,-1,1.000000e+02
1630,data_60-0.62-82261.in,code1,-1,1.000000e+02
1631,data_60-0.62-82261.in,code2,-1,1.000000e+02
1632,data_60-0.5-15680.in,code1,-1,1.000000e+02
1633,data_60-0.5-15680.in,code2,-1,1.000000e+02
1634,data_90-0.62-23212.in,code1,-1,1.000000e+02
1635,data_90-0.62-23212.in,code2,-1,1.000000e+02
1636,data_50-0.5-64116.in,code1,-1,1.000000e+02
1637,data_50-0.5-64116.in,code2,-1,1.000000e+02
1638,data_20-0.62-47252.in,code1,8,6.690090e-01
1639,data_20-0.62-47252.in,code2,8,3.615330e-01
1640,data_60-0.5-30592.in,code1,-1,1.000000e+02
1641,data_60-0.5-30592.in,code2,-1,1.000000e+02
1642,data_30-0.5-45455.in,code1,-1,1.000000e+02
1643,data_30-0.5-45455.in,code2,7,1.179130e+00
1644,data_40-0.5-34958.in,code1,-1,1.000000e+02
1645,data_40-0.5-34958.in,code2,-1,1.000000e+02
1646,data_100-0.62-84888.in,code1,-1,1.000000e+02
1647,data_100-0.62-84888.in,code2,-1,1.000000e+02
1648,data_90-0.34-25053.in,code1,-1,1.000000e+02
1649,data_90-0.34-25053.in,code2,-1,1.000000e+02
1650,data_80-0.34-30592.in,code1,-1,1.000000e+02
1651,data_80-0.34-30592.in,code2,-1,1.000000e+02
1652,data_30-0.62-30230.in,code1,-1,1.000000e+02
1653,data_30-0.62-30230.in,code2,-1,1.000000e+02
1654,data_20-0.02-23212.in,code1,2,8.900000e-05
1655,data_20-0.02-23212.in,code2,2,1.300000e-05
1656,data_60-0.5-32552.in,code1,-1,1.000000e+02
1657,data_60-0.5-32552.in,code2,-1,1.000000e+02
1658,data_20-0.02-85360.in,code1,2,8.600000e-05
1659,data_20-0.02-85360.in,code2,2,9.000000e-06
1660,data_20-0.62-45455.in,code1,7,3.798800e-02
1661,data_20-0.62-45455.in,code2,7,1.543200e-02
1662,data_30-0.34-93196.in,code1,6,5.141440e-01
1663,data_30-0.34-93196.in,code2,6,3.014570e-01
1664,data_10-0.5-47252.in,code1,4,1.500000e-05
1665,data_10-0.5-47252.in,code2,4,1.800000e-05
1666,data_90-0.34-35031.in,code1,-1,1.000000e+02
1667,data_90-0.34-35031.in,code2,-1,1.000000e+02
1668,data_10-0.58-11974.in,code1,4,2.200000e-05
1669,data_10-0.58-11974.in,code2,4,1.100000e-05
1670,data_20-0.5-35031.in,code1,6,5.785900e-02
1671,data_20-0.5-35031.in,code2,6,1.580800e-02
1672,data_100-0.58-72984.in,code1,-1,1.000000e+02
1673,data_100-0.58-72984.in,code2,-1,1.000000e+02
1674,data_50-0.02-30230.in,code1,2,5.850000e-04
1675,data_50-0.02-30230.in,code2,2,2.777000e-03
1676,data_20-0.5-70889.in,code1,5,8.680000e-04
1677,data_20-0.5-70889.in,code2,5,3.850000e-04
1678,data_30-0.34-34958.in,code1,5,7.709000e-03
1679,data_30-0.34-34958.in,code2,5,2.743500e-02
1680,data_100-0.58-35031.in,code1,-1,1.000000e+02
1681,data_100-0.58-35031.in,code2,-1,1.000000e+02
1682,data_20-0.02-20644.in,code1,2,8.600000e-05
1683,data_20-0.02-20644.in,code2,2,1.000000e-05
1684,data_10-0.62-47252.in,code1,4,1.600000e-05
1685,data_10-0.62-47252.in,code2,4,6.000000e-06
1686,data_30-0.58-70889.in,code1,-1,1.000000e+02
1687,data_30-0.58-70889.in,code2,8,3.663019e+00
1688,data_60-0.02-45495.in,code1,2,7.916800e-02
1689,data_60-0.02-45495.in,code2,2,7.337774e+01
1690,data_20-0.64-35031.in,code1,7,1.020300e-02
1691,data_20-0.64-35031.in,code2,7,3.469100e-02
1692,data_60-0.34-23212.in,code1,-1,1.000000e+02
1693,data_60-0.34-23212.in,code2,-1,1.000000e+02
1694,data_50-0.34-26078.in,code1,-1,1.000000e+02
1695,data_50-0.34-26078.in,code2,-1,1.000000e+02
1696,data_80-0.5-11974.in,code1,-1,1.000000e+02
1697,data_80-0.5-11974.in,code2,-1,1.000000e+02
1698,data_70-0.34-37303.in,code1,-1,1.000000e+02
1699,data_70-0.34-37303.in,code2,-1,1.000000e+02
1700,data_70-0.02-25053.in,code1,2,2.163600e-02
1701,data_70-0.02-25053.in,code2,2,8.588000e-03
1702,data_30-0.5-47252.in,code1,7,8.453690e-01
1703,data_30-0.5-47252.in,code2,7,1.002830e-01
1704,data_100-0.34-26078.in,code1,-1,1.000000e+02
1705,data_100-0.34-26078.in,code2,-1,1.000000e+02
1706,data_10-0.64-32552.in,code1,4,2.500000e-05
1707,data_10-0.64-32552.in,code2,4,1.600000e-05
1708,data_30-0.02-15680.in,code1,2,2.020000e-04
1709,data_30-0.02-15680.in,code2,2,1.700000e-05
1710,data_90-0.64-47252.in,code1,-1,1.000000e+02
1711,data_90-0.64-47252.in,code2,-1,1.000000e+02
1712,data_50-0.5-70889.in,code1,-1,1.000000e+02
1713,data_50-0.5-70889.in,code2,-1,1.000000e+02
1714,data_20-0.02-14308.in,code1,2,6.900000e-05
1715,data_20-0.02-14308.in,code2,2,1.200000e-05
1716,data_20-0.64-47252.in,code1,8,8.647300e-02
1717,data_20-0.64-47252.in,code2,8,6.443000e-02
1718,data_60-0.62-30712.in,code1,-1,1.000000e+02
1719,data_60-0.62-30712.in,code2,-1,1.000000e+02
1720,data_20-0.62-30592.in,code1,7,5.433860e-01
1721,data_20-0.62-30592.in,code2,7,2.759110e-01
1722,data_20-0.64-70889.in,code1,7,4.194300e-02
1723,data_20-0.64-70889.in,code2,7,8.349000e-03
1724,data_100-0.34-35031.in,code1,-1,1.000000e+02
1725,data_100-0.34-35031.in,code2,-1,1.000000e+02
1726,data_90-0.62-34958.in,code1,-1,1.000000e+02
1727,data_90-0.62-34958.in,code2,-1,1.000000e+02
1728,data_80-0.64-85360.in,code1,-1,1.000000e+02
1729,data_80-0.64-85360.in,code2,-1,1.000000e+02
1730,data_20-0.64-14308.in,code1,7,3.477400e-02
1731,data_20-0.64-14308.in,code2,7,4.303900e-02
1732,data_90-0.5-20644.in,code1,-1,1.000000e+02
1733,data_90-0.5-20644.in,code2,-1,1.000000e+02
1734,data_70-0.5-11961.in,code1,-1,1.000000e+02
1735,data_70-0.5-11961.in,code2,-1,1.000000e+02
1736,data_90-0.5-38658.in,code1,-1,1.000000e+02
1737,data_90-0.5-38658.in,code2,-1,1.000000e+02
1738,data_20-0.62-11974.in,code1,7,6.627000e-03
1739,data_20-0.62-11974.in,code2,7,4.302900e-02
1740,data_70-0.5-47252.in,code1,-1,1.000000e+02
1741,data_70-0.5-47252.in,code2,-1,1.000000e+02
1742,data_10-0.62-26078.in,code1,4,2.200000e-05
1743,data_10-0.62-26078.in,code2,4,1.100000e-05
1744,data_80-0.58-84888.in,code1,-1,1.000000e+02
1745,data_80-0.58-84888.in,code2,-1,1.000000e+02
1746,data_70-0.58-38658.in,code1,-1,1.000000e+02
1747,data_70-0.58-38658.in,code2,-1,1.000000e+02
1748,data_60-0.62-84888.in,code1,-1,1.000000e+02
1749,data_60-0.62-84888.in,code2,-1,1.000000e+02
1750,data_60-0.34-35661.in,code1,-1,1.000000e+02
1751,data_60-0.34-35661.in,code2,-1,1.000000e+02
1752,data_80-0.34-20644.in,code1,-1,1.000000e+02
1753,data_80-0.34-20644.in,code2,-1,1.000000e+02
1754,data_50-0.34-15680.in,code1,-1,1.000000e+02
1755,data_50-0.34-15680.in,code2,-1,1.000000e+02
1756,data_60-0.5-11961.in,code1,-1,1.000000e+02
1757,data_60-0.5-11961.in,code2,-1,1.000000e+02
1758,data_30-0.64-45455.in,code1,-1,1.000000e+02
1759,data_30-0.64-45455.in,code2,-1,1.000000e+02
1760,data_90-0.64-30712.in,code1,-1,1.000000e+02
1761,data_90-0.64-30712.in,code2,-1,1.000000e+02
1762,data_90-0.64-30592.in,code1,-1,1.000000e+02
1763,data_90-0.64-30592.in,code2,-1,1.000000e+02
1764,data_10-0.5-30712.in,code1,5,3.980000e-04
1765,data_10-0.5-30712.in,code2,5,3.560000e-04
1766,data_30-0.5-11974.in,code1,7,1.755209e+00
1767,data_30-0.5-11974.in,code2,7,4.021064e+00
1768,data_100-0.64-11961.in,code1,-1,1.000000e+02
1769,data_100-0.64-11961.in,code2,-1,1.000000e+02
1770,data_10-0.5-37303.in,code1,4,2.500000e-05
1771,data_10-0.5-37303.in,code2,4,2.000000e-05
1772,data_50-0.5-73752.in,code1,-1,1.000000e+02
1773,data_50-0.5-73752.in,code2,-1,1.000000e+02
1774,data_60-0.58-35031.in,code1,-1,1.000000e+02
1775,data_60-0.58-35031.in,code2,-1,1.000000e+02
1776,data_10-0.02-35661.in,code1,1,1.700000e-05
1777,data_10-0.02-35661.in,code2,1,4.000000e-06
1778,data_20-0.02-87626.in,code1,2,8.700000e-05
1779,data_20-0.02-87626.in,code2,2,1.100000e-05
1780,data_80-0.34-15680.in,code1,-1,1.000000e+02
1781,data_80-0.34-15680.in,code2,-1,1.000000e+02
1782,data_90-0.62-45455.in,code1,-1,1.000000e+02
1783,data_90-0.62-45455.in,code2,-1,1.000000e+02
1784,data_30-0.58-72984.in,code1,-1,1.000000e+02
1785,data_30-0.58-72984.in,code2,8,9.692760e-01
1786,data_30-0.34-70889.in,code1,5,2.904780e-01
1787,data_30-0.34-70889.in,code2,5,4.445000e-03
1788,data_60-0.34-32552.in,code1,-1,1.000000e+02
1789,data_60-0.34-32552.in,code2,-1,1.000000e+02
1790,data_90-0.5-11961.in,code1,-1,1.000000e+02
1791,data_90-0.5-11961.in,code2,-1,1.000000e+02
1792,data_60-0.58-87626.in,code1,-1,1.000000e+02
1793,data_60-0.58-87626.in,code2,-1,1.000000e+02
1794,data_10-0.58-45495.in,code1,4,5.100000e-05
1795,data_10-0.58-45495.in,code2,4,2.300000e-05
1796,data_30-0.62-70889.in,code1,9,2.100147e+01
1797,data_30-0.62-70889.in,code2,-1,1.000000e+02
1798,data_80-0.62-37303.in,code1,-1,1.000000e+02
1799,data_80-0.62-37303.in,code2,-1,1.000000e+02
1800,data_50-0.34-35031.in,code1,-1,1.000000e+02
1801,data_50-0.34-35031.in,code2,-1,1.000000e+02
1802,data_90-0.34-70889.in,code1,-1,1.000000e+02
1803,data_90-0.34-70889.in,code2,-1,1.000000e+02
1804,data_100-0.02-14308.in,code1,-1,1.000000e+02
1805,data_100-0.02-14308.in,code2,3,2.650115e+01
1806,data_50-0.64-11961.in,code1,-1,1.000000e+02
1807,data_50-0.64-11961.in,code2,-1,1.000000e+02
1808,data_80-0.02-47252.in,code1,-1,1.000000e+02
1809,data_80-0.02-47252.in,code2,-1,1.000000e+02
1810,data_100-0.02-32552.in,code1,3,3.630626e+01
1811,data_100-0.02-32552.in,code2,-1,1.000000e+02
1812,data_70-0.64-15680.in,code1,-1,1.000000e+02
1813,data_70-0.64-15680.in,code2,-1,1.000000e+02
1814,data_60-0.62-11961.in,code1,-1,1.000000e+02
1815,data_60-0.62-11961.in,code2,-1,1.000000e+02
1816,data_20-0.5-15680.in,code1,5,1.807000e-03
1817,data_20-0.5-15680.in,code2,5,8.280000e-04
1818,data_70-0.34-23212.in,code1,-1,1.000000e+02
1819,data_70-0.34-23212.in,code2,-1,1.000000e+02
1820,data_90-0.5-32552.in,code1,-1,1.000000e+02
1821,data_90-0.5-32552.in,code2,-1,1.000000e+02
1822,data_80-0.34-34958.in,code1,-1,1.000000e+02
1823,data_80-0.34-34958.in,code2,-1,1.000000e+02
1824,data_60-0.58-30712.in,code1,-1,1.000000e+02
1825,data_60-0.58-30712.in,code2,-1,1.000000e+02
1826,data_90-0.5-64116.in,code1,-1,1.000000e+02
1827,data_90-0.5-64116.in,code2,-1,1.000000e+02
1828,data_10-0.34-30592.in,code1,3,2.900000e-05
1829,data_10-0.34-30592.in,code2,3,9.000000e-06
1830,data_60-0.58-11961.in,code1,-1,1.000000e+02
1831,data_60-0.58-11961.in,code2,-1,1.000000e+02
1832,data_100-0.5-34958.in,code1,-1,1.000000e+02
1833,data_100-0.5-34958.in,code2,-1,1.000000e+02
1834,data_30-0.5-26078.in,code1,7,8.603269e+00
1835,data_30-0.5-26078.in,code2,7,3.462455e+00
1836,data_80-0.5-84888.in,code1,-1,1.000000e+02
1837,data_80-0.5-84888.in,code2,-1,1.000000e+02
1838,data_60-0.64-11961.in,code1,-1,1.000000e+02
1839,data_60-0.64-11961.in,code2,-1,1.000000e+02
1840,data_40-0.62-45495.in,code1,-1,1.000000e+02
1841,data_40-0.62-45495.in,code2,-1,1.000000e+02
1842,data_90-0.02-15680.in,code1,-1,1.000000e+02
1843,data_90-0.02-15680.in,code2,3,8.911009e+00
1844,data_70-0.58-11974.in,code1,-1,1.000000e+02
1845,data_70-0.58-11974.in,code2,-1,1.000000e+02
1846,data_20-0.34-34958.in,code1,4,4.380000e-04
1847,data_20-0.34-34958.in,code2,4,1.730000e-04
1848,data_20-0.58-70889.in,code1,7,5.295700e-02
1849,data_20-0.58-70889.in,code2,7,2.599300e-02
1850,data_10-0.02-45455.in,code1,1,1.600000e-05
1851,data_10-0.02-45455.in,code2,1,4.000000e-06
1852,data_10-0.62-14308.in,code1,5,2.800000e-05
1853,data_10-0.62-14308.in,code2,5,3.200000e-05
1854,data_70-0.02-35661.in,code1,-1,1.000000e+02
1855,data_70-0.02-35661.in,code2,3,1.370460e-01
1856,data_60-0.62-14308.in,code1,-1,1.000000e+02
1857,data_60-0.62-14308.in,code2,-1,1.000000e+02
1858,data_90-0.58-11961.in,code1,-1,1.000000e+02
1859,data_90-0.58-11961.in,code2,-1,1.000000e+02
1860,data_80-0.58-64116.in,code1,-1,1.000000e+02
1861,data_80-0.58-64116.in,code2,-1,1.000000e+02
1862,data_90-0.34-11974.in,code1,-1,1.000000e+02
1863,data_90-0.34-11974.in,code2,-1,1.000000e+02
1864,data_90-0.62-11974.in,code1,-1,1.000000e+02
1865,data_90-0.62-11974.in,code2,-1,1.000000e+02
1866,data_70-0.58-82261.in,code1,-1,1.000000e+02
1867,data_70-0.58-82261.in,code2,-1,1.000000e+02
1868,data_20-0.58-87626.in,code1,7,2.553100e-02
1869,data_20-0.58-87626.in,code2,7,1.416800e-02
1870,data_70-0.58-64116.in,code1,-1,1.000000e+02
1871,data_70-0.58-64116.in,code2,-1,1.000000e+02
1872,data_70-0.5-30712.in,code1,-1,1.000000e+02
1873,data_70-0.5-30712.in,code2,-1,1.000000e+02
1874,data_70-0.64-82261.in,code1,-1,1.000000e+02
1875,data_70-0.64-82261.in,code2,-1,1.000000e+02
1876,data_20-0.58-73752.in,code1,6,1.047000e-03
1877,data_20-0.58-73752.in,code2,6,1.550000e-04
1878,data_10-0.5-64116.in,code1,5,2.800000e-05
1879,data_10-0.5-64116.in,code2,5,4.400000e-05
1880,data_40-0.34-26078.in,code1,-1,1.000000e+02
1881,data_40-0.34-26078.in,code2,6,7.524322e+01
1882,data_80-0.5-30230.in,code1,-1,1.000000e+02
1883,data_80-0.5-30230.in,code2,-1,1.000000e+02
1884,data_30-0.02-87626.in,code1,2,2.050000e-04
1885,data_30-0.02-87626.in,code2,2,1.400000e-05
1886,data_70-0.34-73752.in,code1,-1,1.000000e+02
1887,data_70-0.34-73752.in,code2,-1,1.000000e+02
1888,data_80-0.58-73752.in,code1,-1,1.000000e+02
1889,data_80-0.58-73752.in,code2,-1,1.000000e+02
1890,data_90-0.62-30592.in,code1,-1,1.000000e+02
1891,data_90-0.62-30592.in,code2,-1,1.000000e+02
1892,data_10-0.58-26078.in,code1,4,1.700000e-05
1893,data_10-0.58-26078.in,code2,4,1.700000e-05
1894,data_90-0.34-15680.in,code1,-1,1.000000e+02
1895,data_90-0.34-15680.in,code2,-1,1.000000e+02
1896,data_40-0.58-30592.in,code1,-1,1.000000e+02
1897,data_40-0.58-30592.in,code2,-1,1.000000e+02
1898,data_70-0.58-22170.in,code1,-1,1.000000e+02
1899,data_70-0.58-22170.in,code2,-1,1.000000e+02
1900,data_90-0.64-93196.in,code1,-1,1.000000e+02
1901,data_90-0.64-93196.in,code2,-1,1.000000e+02
1902,data_10-0.34-35661.in,code1,3,4.100000e-05
1903,data_10-0.34-35661.in,code2,3,7.000000e-05
1904,data_100-0.02-22170.in,code1,-1,1.000000e+02
1905,data_100-0.02-22170.in,code2,3,3.089226e+00
1906,data_70-0.62-15680.in,code1,-1,1.000000e+02
1907,data_70-0.62-15680.in,code2,-1,1.000000e+02
1908,data_10-0.02-30712.in,code1,1,2.200000e-05
1909,data_10-0.02-30712.in,code2,1,5.000000e-06
1910,data_80-0.58-32552.in,code1,-1,1.000000e+02
1911,data_80-0.58-32552.in,code2,-1,1.000000e+02
1912,data_80-0.5-34958.in,code1,-1,1.000000e+02
1913,data_80-0.5-34958.in,code2,-1,1.000000e+02
1914,data_60-0.5-20644.in,code1,-1,1.000000e+02
1915,data_60-0.5-20644.in,code2,-1,1.000000e+02
